Date;Time;Operation Mode;System Status;Flow [m³/h] W1-BF1;Flow [m³/h] W3-BF1 OR HW VFD Speed [Hz];Inlet Pressure [Bar];Outlet Pressure [Bar];Diff. Pressure [Bar];Uv Unit Temperature [°C];Uv-I Sensor [W/m²];Total Lamp Pwr [kW];Calculated [m³];ByPass;Alarm;Flow Limit;Allowed Flow [m³];FullTime
25-02-2023;00:44:05;Ballast;Running Ballast;296;0;3,82;3,64;0,18;2,2;558;71,99;506,8;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:11;Ballast;Running Ballast;297;0;3,83;3,65;0,18;2,2;558;72,001;507,3;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:16;Ballast;Running Ballast;293;0;3,84;3,65;0,19;2,1;558;72,002;507,7;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:22;Ballast;Running Ballast;296;0;3,83;3,65;0,19;2,1;558;72,002;508,2;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:27;Ballast;Running Ballast;297;0;3,83;3,64;0,19;2,1;558;72,004;508,6;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:33;Ballast;Running Ballast;298;0;3,83;3,63;0,2;2,1;558;71,994;509,1;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:38;Ballast;Running Ballast;292;0;3,82;3,63;0,2;2,1;558;71,994;509,5;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:44;Ballast;Running Ballast;295;0;3,84;3,64;0,2;2,1;558;72,001;510;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:49;Ballast;Running Ballast;294;0;3,84;3,63;0,2;2,1;558;72;510,4;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:44:55;Ballast;Running Ballast;295;0;3,84;3,63;0,2;2,1;558;72,002;510,9;System In Line;System Ok;500;298,75;25-02-2023 00:44
25-02-2023;00:45:00;Ballast;Running Ballast;311;0;3,77;3,56;0,21;2,1;557;72,003;511,3;System In Line;System Ok;500;298,125;25-02-2023 00:45
25-02-2023;00:45:06;Ballast;Running Ballast;312;0;3,8;3,57;0,22;2,1;558;72;511,9;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:11;Ballast;Running Ballast;310;0;3,8;3,58;0,22;2,1;558;72,002;512,3;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:17;Ballast;Running Ballast;305;0;3,83;3,62;0,22;2,1;558;72,003;512,8;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:22;Ballast;Running Ballast;298;0;3,83;3,62;0,21;2,1;558;71,999;513,2;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:28;Ballast;Running Ballast;292;0;3,83;3,62;0,21;2,1;558;71,993;513,7;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:33;Ballast;Running Ballast;298;0;3,84;3,62;0,21;2,1;558;71,999;514,1;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:39;Ballast;Running Ballast;299;0;3,81;3,6;0,22;2,1;558;71,999;514,6;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:44;Ballast;Running Ballast;299;0;3,83;3,6;0,23;2,1;558;72,009;515;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:50;Ballast;Running Ballast;296;0;3,83;3,59;0,23;2,1;558;72,009;515,5;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:45:55;Ballast;Running Ballast;297;0;3,83;3,6;0,23;2,1;558;72,009;515,9;System In Line;System Ok;500;298,75;25-02-2023 00:45
25-02-2023;00:46:01;Ballast;Running Ballast;296;0;3,82;3,6;0,23;2;558;72;516,4;System In Line;System Ok;500;298,75;25-02-2023 00:46
25-02-2023;00:46:06;Ballast;Running Ballast;297;0;3,82;3,59;0,23;2;557;71,995;516,9;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:12;Ballast;Running Ballast;296;0;3,83;3,59;0,23;2;557;72,002;517,3;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:17;Ballast;Running Ballast;297;0;3,83;3,59;0,23;2;557;71,993;517,8;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:23;Ballast;Running Ballast;297;0;3,82;3,59;0,23;2;557;72;518,3;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:28;Ballast;Running Ballast;294;0;3,82;3,58;0,24;2;557;72,005;518,7;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:34;Ballast;Running Ballast;294;0;3,81;3,58;0,24;2;557;72,004;519,2;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:39;Ballast;Running Ballast;294;0;3,82;3,57;0,24;2;557;71,996;519,6;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:45;Ballast;Running Ballast;291;0;3,81;3,56;0,24;2;557;72,007;520,1;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:50;Ballast;Running Ballast;304;0;3,8;3,55;0,25;2;557;72,008;520,5;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:46:56;Ballast;Running Ballast;299;0;3,81;3,57;0,25;2;557;72,006;521;System In Line;System Ok;500;298,125;25-02-2023 00:46
25-02-2023;00:47:01;Ballast;Running Ballast;295;0;3,82;3,56;0,25;2,1;557;72,014;521,4;System In Line;System Ok;500;298,125;25-02-2023 00:47
25-02-2023;00:47:07;Ballast;Running Ballast;302;0;3,81;3,56;0,25;2,2;556;72,005;521,9;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:12;Ballast;Running Ballast;298;0;3,83;3,56;0,25;2,5;556;72,002;522,3;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:18;Ballast;Running Ballast;298;0;3,81;3,56;0,26;2,8;556;72,002;522,8;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:23;Ballast;Running Ballast;295;0;3,82;3,56;0,26;3,1;556;72,007;523,2;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:29;Ballast;Running Ballast;296;0;3,82;3,55;0,26;3,4;556;72,002;523,7;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:34;Ballast;Running Ballast;296;0;3,82;3,55;0,27;3,6;556;72,002;524,1;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:40;Ballast;Running Ballast;298;0;3,82;3,55;0,27;3,7;556;72,005;524,6;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:45;Ballast;Running Ballast;295;0;3,83;3,55;0,27;3,9;556;71,999;525;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:51;Ballast;Running Ballast;295;0;3,83;3,56;0,28;3,9;556;72,009;525,5;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:47:56;Ballast;Running Ballast;296;0;3,83;3,55;0,28;4;555;72;525,9;System In Line;System Ok;500;297,5;25-02-2023 00:47
25-02-2023;00:48:02;Ballast;Running Ballast;293;0;3,83;3,54;0,28;4;556;72,005;526,4;System In Line;System Ok;500;297,5;25-02-2023 00:48
25-02-2023;00:48:07;Ballast;Running Ballast;298;0;3,82;3,53;0,29;4;556;72,007;526,8;System In Line;System Ok;500;297,5;25-02-2023 00:48
25-02-2023;00:48:13;Ballast;Running Ballast;297;0;3,82;3,53;0,29;4;556;71,998;527,3;System In Line;System Ok;500;297,5;25-02-2023 00:48
25-02-2023;00:48:18;Ballast;Running Ballast;294;0;3,84;3,53;0,3;3,9;556;71,996;527,7;System In Line;System Ok;500;297,5;25-02-2023 00:48
25-02-2023;00:48:24;Ballast;Running Ballast;297;0;3,83;3,54;0,3;3,9;555;72,006;528,2;System In Line;System Ok;500;296,875;25-02-2023 00:48
25-02-2023;00:48:29;Ballast;Running Ballast;298;0;3,83;3,53;0,3;3,9;555;72,004;528,6;System In Line;System Ok;500;296,875;25-02-2023 00:48
25-02-2023;00:48:35;Ballast;Running Ballast;299;0;3,81;3,52;0,3;3,9;555;72,009;529,1;System In Line;System Ok;500;296,875;25-02-2023 00:48
25-02-2023;00:48:40;Ballast;Running Ballast;299;0;3,83;3,52;0,3;3,8;555;71,992;529,5;System In Line;System Ok;500;296,875;25-02-2023 00:48
25-02-2023;00:48:46;Ballast;Filter Flushing;297;1;3,82;3,55;0,3;3,8;555;71,996;530;System In Line;System Ok;500;296,875;25-02-2023 00:48
25-02-2023;00:48:51;Ballast;Filter Flushing;322;33;3,7;3,64;0,21;3,7;554;71,998;530,5;System In Line;System Ok;500;296,25;25-02-2023 00:48
25-02-2023;00:48:57;Ballast;Filter Flushing;323;49;3,75;3,69;0,08;3,6;555;71,995;531;System In Line;System Ok;500;296,875;25-02-2023 00:48
25-02-2023;00:49:02;Ballast;Running Ballast;321;31;3,85;3,79;0,06;3,6;555;72,012;531,5;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:08;Ballast;Running Ballast;273;6;3,91;3,88;0,05;3,5;555;72,004;531,9;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:13;Ballast;Running Ballast;274;0;3,88;3,83;0,04;3,4;555;71,998;532,3;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:19;Ballast;Running Ballast;277;0;3,89;3,84;0,04;3,3;555;72,002;532,8;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:24;Ballast;Running Ballast;295;0;3,81;3,76;0,04;3,3;555;72,008;533,2;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:30;Ballast;Running Ballast;302;0;3,82;3,78;0,04;3,2;555;72,007;533,7;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:35;Ballast;Running Ballast;297;0;3,82;3,78;0,04;3,1;555;72,01;534,1;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:41;Ballast;Running Ballast;298;0;3,83;3,79;0,04;3;555;72,001;534,6;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:46;Ballast;Running Ballast;297;0;3,83;3,79;0,04;3;555;71,996;535;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:52;Ballast;Running Ballast;297;0;3,83;3,79;0,04;3;555;72,008;535,5;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:49:57;Ballast;Running Ballast;296;0;3,84;3,79;0,04;2,9;555;72,01;535,9;System In Line;System Ok;500;296,875;25-02-2023 00:49
25-02-2023;00:50:03;Ballast;Running Ballast;293;0;3,83;3,79;0,04;2,8;555;72,006;536,4;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:08;Ballast;Running Ballast;295;0;3,82;3,78;0,04;2,7;555;72;536,8;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:14;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,7;555;71,999;537,3;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:19;Ballast;Running Ballast;296;0;3,84;3,78;0,05;2,7;555;72,004;537,7;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:25;Ballast;Running Ballast;295;0;3,83;3,79;0,05;2,7;555;71,999;538,2;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:30;Ballast;Running Ballast;295;0;3,83;3,8;0,04;2,6;555;72,009;538,6;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:36;Ballast;Running Ballast;294;0;3,84;3,8;0,04;2,6;555;72,004;539,1;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:41;Ballast;Running Ballast;298;0;3,83;3,78;0,04;2,6;555;72,005;539,5;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:47;Ballast;Running Ballast;300;0;3,84;3,79;0,05;2,6;555;72,001;540;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:52;Ballast;Running Ballast;298;0;3,82;3,78;0,05;2,5;555;71,997;540,4;System In Line;System Ok;500;296,875;25-02-2023 00:50
25-02-2023;00:50:58;Ballast;Running Ballast;299;0;3,83;3,79;0,05;2,5;556;71,998;540,9;System In Line;System Ok;500;297,5;25-02-2023 00:50
25-02-2023;00:51:03;Ballast;Running Ballast;301;0;3,83;3,77;0,05;2,5;556;72,001;541,3;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:09;Ballast;Running Ballast;297;0;3,85;3,79;0,05;2,5;556;71,994;541,8;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:14;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,5;556;72,005;542,3;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:20;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,4;556;72,006;542,7;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:25;Ballast;Running Ballast;296;0;3,84;3,8;0,05;2,4;556;71,998;543,2;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:31;Ballast;Running Ballast;295;0;3,83;3,8;0,04;2,4;556;72,008;543,7;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:36;Ballast;Running Ballast;295;0;3,84;3,78;0,04;2,4;556;72,002;544,1;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:42;Ballast;Running Ballast;295;0;3,84;3,79;0,05;2,4;556;71,998;544,6;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:47;Ballast;Running Ballast;298;0;3,83;3,78;0,05;2,4;556;71,995;545;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:53;Ballast;Running Ballast;297;0;3,84;3,8;0,05;2,4;556;71,994;545,5;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:51:58;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,4;556;71,994;545,9;System In Line;System Ok;500;297,5;25-02-2023 00:51
25-02-2023;00:52:04;Ballast;Running Ballast;296;0;3,84;3,78;0,05;2,3;556;72;546,4;System In Line;System Ok;500;297,5;25-02-2023 00:52
25-02-2023;00:52:09;Ballast;Running Ballast;297;0;3,84;3,8;0,05;2,3;556;71,999;546,8;System In Line;System Ok;500;297,5;25-02-2023 00:52
25-02-2023;00:52:15;Ballast;Running Ballast;295;0;3,84;3,8;0,04;2,3;556;72,008;547,3;System In Line;System Ok;500;297,5;25-02-2023 00:52
25-02-2023;00:52:20;Ballast;Running Ballast;295;0;3,85;3,8;0,04;2,3;556;72,012;547,7;System In Line;System Ok;500;297,5;25-02-2023 00:52
25-02-2023;00:52:26;Ballast;Running Ballast;298;0;3,84;3,8;0,04;2,3;557;72,001;548,2;System In Line;System Ok;500;298,125;25-02-2023 00:52
25-02-2023;00:52:31;Ballast;Running Ballast;296;0;3,84;3,79;0,04;2,3;556;71,997;548,6;System In Line;System Ok;500;298,125;25-02-2023 00:52
25-02-2023;00:52:37;Ballast;Running Ballast;298;0;3,83;3,78;0,04;2,3;556;72,001;549,1;System In Line;System Ok;500;297,5;25-02-2023 00:52
25-02-2023;00:52:42;Ballast;Running Ballast;295;0;3,84;3,8;0,05;2,3;557;71,995;549,5;System In Line;System Ok;500;298,125;25-02-2023 00:52
25-02-2023;00:52:48;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,3;557;72,013;550;System In Line;System Ok;500;298,125;25-02-2023 00:52
25-02-2023;00:52:53;Ballast;Running Ballast;296;0;3,83;3,79;0,04;2,3;557;72,013;550,4;System In Line;System Ok;500;298,125;25-02-2023 00:52
25-02-2023;00:52:59;Ballast;Running Ballast;294;0;3,85;3,79;0,05;2,3;557;72,009;550,9;System In Line;System Ok;500;298,125;25-02-2023 00:52
25-02-2023;00:53:04;Ballast;Running Ballast;295;0;3,83;3,78;0,05;2,3;557;72,011;551,3;System In Line;System Ok;500;298,125;25-02-2023 00:53
25-02-2023;00:53:10;Ballast;Running Ballast;297;0;3,84;3,8;0,05;2,3;557;71,996;551,8;System In Line;System Ok;500;298,125;25-02-2023 00:53
25-02-2023;00:53:15;Ballast;Running Ballast;294;0;3,84;3,78;0,05;2,2;558;71,998;552,2;System In Line;System Ok;500;298,125;25-02-2023 00:53
25-02-2023;00:53:21;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,2;557;72,001;552,7;System In Line;System Ok;500;298,125;25-02-2023 00:53
25-02-2023;00:53:26;Ballast;Running Ballast;296;0;3,84;3,79;0,05;2,2;557;71,999;553,1;System In Line;System Ok;500;298,125;25-02-2023 00:53
25-02-2023;00:53:32;Ballast;Running Ballast;296;0;3,85;3,8;0,05;2,2;558;71,999;553,6;System In Line;System Ok;500;298,75;25-02-2023 00:53
25-02-2023;00:53:37;Ballast;Running Ballast;303;0;3,79;3,72;0,05;2,2;558;72,005;554;System In Line;System Ok;500;298,75;25-02-2023 00:53
25-02-2023;00:53:43;Ballast;Running Ballast;309;0;3,81;3,75;0,06;2,2;558;72,001;554,5;System In Line;System Ok;500;298,75;25-02-2023 00:53
25-02-2023;00:53:48;Ballast;Running Ballast;307;0;3,8;3,75;0,05;2,2;558;72,002;555;System In Line;System Ok;500;298,75;25-02-2023 00:53
25-02-2023;00:53:54;Ballast;Running Ballast;308;0;3,82;3,77;0,05;2,2;558;72;555,5;System In Line;System Ok;500;298,75;25-02-2023 00:53
25-02-2023;00:53:59;Ballast;Running Ballast;305;0;3,81;3,75;0,05;2,2;558;72,002;555,9;System In Line;System Ok;500;298,75;25-02-2023 00:53
25-02-2023;00:54:05;Ballast;Running Ballast;306;0;3,85;3,78;0,06;2,2;558;71,998;556,4;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:10;Ballast;Running Ballast;298;0;3,84;3,79;0,05;2,2;558;72,004;556,8;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:16;Ballast;Running Ballast;296;0;3,85;3,8;0,05;2,2;558;72,001;557,3;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:21;Ballast;Running Ballast;294;0;3,85;3,79;0,05;2,2;558;72;557,7;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:27;Ballast;Running Ballast;298;0;3,84;3,79;0,05;2,2;558;71,999;558,2;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:32;Ballast;Running Ballast;297;0;3,84;3,78;0,05;2,1;558;71,999;558,6;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:38;Ballast;Running Ballast;296;0;3,84;3,78;0,06;2,1;558;71,993;559,1;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:43;Ballast;Running Ballast;297;0;3,84;3,78;0,05;2,1;558;72,006;559,5;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:49;Ballast;Running Ballast;298;0;3,84;3,78;0,05;2,1;558;71,998;560;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:54:54;Ballast;Running Ballast;297;0;3,84;3,78;0,05;2,1;558;72,001;560,4;System In Line;System Ok;500;298,75;25-02-2023 00:54
25-02-2023;00:55:00;Ballast;Running Ballast;295;0;3,85;3,78;0,06;2,1;559;72,001;560,9;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:05;Ballast;Running Ballast;294;0;3,85;3,79;0,06;2,1;558;72,002;561,3;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:11;Ballast;Running Ballast;296;0;3,84;3,77;0,06;2,1;558;71,983;561,8;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:16;Ballast;Running Ballast;294;0;3,85;3,78;0,06;2,1;558;72,008;562,2;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:22;Ballast;Running Ballast;297;0;3,84;3,78;0,06;2,1;559;71,99;562,7;System In Line;System Ok;500;299,375;25-02-2023 00:55
25-02-2023;00:55:27;Ballast;Running Ballast;297;0;3,83;3,77;0,05;2,1;559;72;563,2;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:33;Ballast;Running Ballast;296;0;3,84;3,78;0,06;2,1;558;72,008;563,6;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:38;Ballast;Running Ballast;296;0;3,83;3,78;0,05;2,1;558;71,995;564,1;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:44;Ballast;Running Ballast;302;0;3,82;3,76;0,06;2,1;558;71,987;564,6;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:49;Ballast;Running Ballast;304;0;3,84;3,78;0,06;2,1;558;72,002;565;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:55:55;Ballast;Running Ballast;298;0;3,83;3,78;0,06;2,1;558;71,997;565,5;System In Line;System Ok;500;298,75;25-02-2023 00:55
25-02-2023;00:56:00;Ballast;Running Ballast;298;0;3,83;3,77;0,06;2,1;558;71,992;565,9;System In Line;System Ok;500;298,75;25-02-2023 00:56
25-02-2023;00:56:06;Ballast;Running Ballast;297;0;3,84;3,77;0,06;2,1;559;72,002;566,4;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:11;Ballast;Running Ballast;297;0;3,83;3,77;0,06;2,1;559;71,997;566,8;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:17;Ballast;Running Ballast;295;0;3,83;3,77;0,06;2,1;559;71,998;567,3;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:22;Ballast;Running Ballast;299;0;3,83;3,75;0,06;2;559;72,001;567,7;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:28;Ballast;Running Ballast;299;0;3,83;3,77;0,06;2;559;71,993;568,2;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:33;Ballast;Running Ballast;300;0;3,83;3,76;0,06;2;559;71,999;568,6;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:39;Ballast;Running Ballast;299;0;3,83;3,77;0,06;2;559;72,004;569,1;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:44;Ballast;Running Ballast;300;0;3,84;3,76;0,06;2;559;71,992;569,5;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:50;Ballast;Running Ballast;297;0;3,83;3,77;0,06;2;559;71,994;570;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:56:55;Ballast;Running Ballast;299;0;3,83;3,77;0,07;2;559;71,999;570,4;System In Line;System Ok;500;299,375;25-02-2023 00:56
25-02-2023;00:57:01;Ballast;Running Ballast;301;0;3,82;3,76;0,07;2;558;71,988;570,9;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:06;Ballast;Running Ballast;301;0;3,83;3,77;0,06;2;558;71,994;571,4;System In Line;System Ok;500;299,375;25-02-2023 00:57
25-02-2023;00:57:12;Ballast;Running Ballast;300;0;3,82;3,76;0,06;2;558;72,002;571,9;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:18;Ballast;Running Ballast;299;0;3,83;3,76;0,07;2;558;72,002;572,3;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:23;Ballast;Running Ballast;300;0;3,83;3,77;0,07;2;558;71,995;572,8;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:28;Ballast;Running Ballast;299;0;3,82;3,75;0,07;2;558;71,996;573,2;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:34;Ballast;Running Ballast;298;0;3,82;3,76;0,06;2;558;71,999;573,7;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:39;Ballast;Running Ballast;297;0;3,83;3,76;0,07;2,1;558;72,006;574,1;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:45;Ballast;Running Ballast;299;0;3,84;3,76;0,07;2,1;558;72,004;574,6;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:50;Ballast;Running Ballast;300;0;3,84;3,77;0,07;2,1;558;71,997;575;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:57:56;Ballast;Running Ballast;297;0;3,84;3,77;0,07;2,2;558;71,999;575,5;System In Line;System Ok;500;298,75;25-02-2023 00:57
25-02-2023;00:58:01;Ballast;Running Ballast;298;0;3,84;3,77;0,07;2,3;558;71,99;575,9;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:07;Ballast;Running Ballast;299;0;3,84;3,77;0,07;2,4;558;71,992;576,4;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:12;Ballast;Running Ballast;299;0;3,83;3,76;0,07;2,5;558;72;576,8;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:18;Ballast;Running Ballast;297;0;3,84;3,77;0,07;2,7;558;71,993;577,3;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:23;Ballast;Running Ballast;297;0;3,84;3,76;0,07;2,8;557;71,988;577,8;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:29;Ballast;Running Ballast;297;0;3,83;3,76;0,07;3;558;71,997;578,2;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:34;Ballast;Running Ballast;299;0;3,84;3,76;0,07;3,2;558;71,995;578,7;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:40;Ballast;Running Ballast;298;0;3,84;3,77;0,07;3,4;557;72,013;579,2;System In Line;System Ok;500;298,125;25-02-2023 00:58
25-02-2023;00:58:45;Ballast;Running Ballast;298;0;3,83;3,76;0,07;3,5;557;72,006;579,6;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:51;Ballast;Running Ballast;299;0;3,84;3,77;0,07;3,6;557;72,004;580,1;System In Line;System Ok;500;298,75;25-02-2023 00:58
25-02-2023;00:58:56;Ballast;Running Ballast;298;0;3,84;3,77;0,07;3,6;557;71,987;580,5;System In Line;System Ok;500;298,125;25-02-2023 00:58
25-02-2023;00:59:02;Ballast;Running Ballast;298;0;3,83;3,76;0,07;3,7;557;72,005;581;System In Line;System Ok;500;298,125;25-02-2023 00:59
25-02-2023;00:59:07;Ballast;Running Ballast;297;0;3,84;3,76;0,07;3,7;557;72,013;581,4;System In Line;System Ok;500;298,125;25-02-2023 00:59
25-02-2023;00:59:13;Ballast;Running Ballast;296;0;3,85;3,76;0,08;3,7;557;72,002;581,9;System In Line;System Ok;500;298,125;25-02-2023 00:59
25-02-2023;00:59:18;Ballast;Running Ballast;296;0;3,83;3,77;0,08;3,7;557;72,009;582,3;System In Line;System Ok;500;298,125;25-02-2023 00:59
25-02-2023;00:59:24;Ballast;Running Ballast;299;0;3,84;3,76;0,08;3,6;557;72,005;582,8;System In Line;System Ok;500;298,125;25-02-2023 00:59
25-02-2023;00:59:29;Ballast;Running Ballast;297;0;3,85;3,76;0,08;3,5;557;72;583,2;System In Line;System Ok;500;298,125;25-02-2023 00:59
